,essay,empathy,distress,emotion,personality_conscientiousness,personality_openess,personality_extraversion,personality_agreeableness,personality_stability,iri_perspective_taking,iri_personal_distress,iri_fantasy,iri_empathatic_concern,demographic,demographic_essay
1069,I think it's time for the United States to stop supporting a government that makes so many mistakes during airstrikes. I also believe that the U.S. should update its air strike policy given the statistics show more civilian deaths than civilian casualties. It'd be heartbreaking to see how people in Yemen are able to live their lives without being affected by the war.,6.5,6.625,Sadness,7.0,5.5,1.0,6.5,6.0,4.857,2.0,3.429,5.0,"With my age of 37.0 years, four year bachelor's degree, black or African american background, and income of 40000.0, I am a male who writes under article no. 367.","With my age of 37.0 years, four year bachelor's degree, black or African american background, and income of 40000.0, I am a male who writes under article no. 367.I think it's time for the United States to stop supporting a government that makes so many mistakes during airstrikes. I also believe that the U.S. should update its air strike policy given the statistics show more civilian deaths than civilian casualties. It'd be heartbreaking to see how people in Yemen are able to live their lives without being affected by the war."
1070,"The news of the ongoing airstrike in Yemen is a source of fear for me and the people affected, which may be why we are not making the right choices.",1.8333333333333333,3.625,Fear,4.0,5.5,6.5,3.5,5.0,2.286,2.0,3.0,4.429,"I am a male with 23.0 years of age, some college education but no degree, Hispanic/Latino background, earning 70000.0, and an article number 367 in my name.","I am a male with 23.0 years of age, some college education but no degree, Hispanic/Latino background, earning 70000.0, and an article number 367 in my name.The news of the ongoing airstrike in Yemen is a source of fear for me and the people affected, which may be why we are not making the right choices."
1071,"It's hard to believe that you will ever experience airstrikes in a country like this, where freedom is often at risk.",2.5,1.5,Joy/Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"My background is White, my age is 38.0 years, and my education level is postgraduate or professional. I am writing under article number 367 with a salary of 42000.0.","My background is White, my age is 38.0 years, and my education level is postgraduate or professional. I am writing under article number 367 with a salary of 42000.0.It's hard to believe that you will ever experience airstrikes in a country like this, where freedom is often at risk."
1072,"The Yemen crisis that I just read about in an article has left me deeply troubled by the fact that the U.S. and Saudi Arabia's alliance has been fueled by greed for their riches, leading to significant casualties and displacement among those we are actively involved in or supporting.",5.833333333333333,4.875,Disgust/Sadness,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,"As a male with 29.0 years of age, some college education but no degree, White race, and an income of 39000.0, I am writing under article number 367.","As a male with 29.0 years of age, some college education but no degree, White race, and an income of 39000.0, I am writing under article number 367.The Yemen crisis that I just read about in an article has left me deeply troubled by the fact that the U.S. and Saudi Arabia's alliance has been fueled by greed for their riches, leading to significant casualties and displacement among those we are actively involved in or supporting."
1073,"The latest episode of Dr. Phil featured a young woman who was groomed and sexually abused by her parents for the sole purpose of selling child porn, according to an article I read recently. Although it's hard to believe that such behavior is common among children, my understanding is that she was molested for sexual purposes by someone else.",6.833333333333333,5.875,Disgust,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,"My status is male, 29.0 years old, with no degree and some college education; my racial background is White, and my income is 39000.0. I am writing under article number 91.","My status is male, 29.0 years old, with no degree and some college education; my racial background is White, and my income is 39000.0. I am writing under article number 91.The latest episode of Dr. Phil featured a young woman who was groomed and sexually abused by her parents for the sole purpose of selling child porn, according to an article I read recently. Although it's hard to believe that such behavior is common among children, my understanding is that she was molested for sexual purposes by someone else."
1074,The article I read about a woman who was sexually abused by her parents on the Dr. Phil show is so disturbing that it makes me feel sick to my stomach.,6.0,5.125,Disgust/Sadness,6.5,5.5,5.0,6.5,6.5,3.714,2.286,3.286,4.571,"With my age of 33.0 years, education level of English/Vocational School, white skin color, and income of over 58000.0, I meet the requirements for writing under article number 91.","With my age of 33.0 years, education level of English/Vocational School, white skin color, and income of over 58000.0, I meet the requirements for writing under article number 91.The article I read about a woman who was sexually abused by her parents on the Dr. Phil show is so disturbing that it makes me feel sick to my stomach."
1075,"The article was deeply unsettling on so many levels. I would never have thought my parents were responsible for such an act. Despite this, they are still considered threats to society's highest good. Please don't let this girl go alone.",6.0,6.0,Hope,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and income of $25000.0. My writing is subject to article number 91.","I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and income of $25000.0. My writing is subject to article number 91.The article was deeply unsettling on so many levels. I would never have thought my parents were responsible for such an act. Despite this, they are still considered threats to society's highest good. Please don't let this girl go alone."
1076,"Upon finishing the article, I was left feeling disgusted and disturbed by the disturbing information. It's appalling that someone can be punished with life imprisonment or execution without parole when they cause harm to their own child, especially considering the devastating impact on her life.",1.0,1.75,Disgust,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"With a Four Year Bachelor's Degree, White Race and an income of 85000.0 under my belt, I am male and have complied with article number 91.15 as the age of 29.0 years.","With a Four Year Bachelor's Degree, White Race and an income of 85000.0 under my belt, I am male and have complied with article number 91.15 as the age of 29.0 years.Upon finishing the article, I was left feeling disgusted and disturbed by the disturbing information. It's appalling that someone can be punished with life imprisonment or execution without parole when they cause harm to their own child, especially considering the devastating impact on her life."
1077,"I deeply regret the deaths of those who were killed. The thought of me running to get fuel and witness a truck blow up killing me and many others is heartbreaking. I am uncertain if the accident was sudden or prolonged in nature, and I hope it wasn't intentional.",6.666666666666667,1.5,Sadness,7.0,5.5,1.0,6.5,6.0,4.857,2.0,3.429,5.0,"With my age of 37.0 years, four year bachelor's degree, black or African american background, and income of 401,000 dollars, I am a male who writes under article 23.","With my age of 37.0 years, four year bachelor's degree, black or African american background, and income of 401,000 dollars, I am a male who writes under article 23.I deeply regret the deaths of those who were killed. The thought of me running to get fuel and witness a truck blow up killing me and many others is heartbreaking. I am uncertain if the accident was sudden or prolonged in nature, and I hope it wasn't intentional."
1078,"The story is tragic, but it also reflects the reality of driving a truck off the road to sell fuel to people in less developed countries, where tragedy and death frequently strike unexpectedly.",2.333333333333333,2.0,Anger/Neutral,2.5,2.0,1.5,2.0,1.0,3.286,4.429,2.714,2.571,"My name is Male, I have a white race, an education level of four years, and my age is 41 years. And my income is in the range of 28000.0 while I am writing under article 23.","My name is Male, I have a white race, an education level of four years, and my age is 41 years. And my income is in the range of 28000.0 while I am writing under article 23.The story is tragic, but it also reflects the reality of driving a truck off the road to sell fuel to people in less developed countries, where tragedy and death frequently strike unexpectedly."
1079,"The freak accident was a complete disaster, and the individuals involved were unable to escape. I wish there had been more safety measures in place before the incident even occurred. It's heartbreaking to see such an emotional struggle.",6.0,6.0,Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"As a female with an education level of English/Vocational School, White ethnicity, and an income of over 25000.0, I fall under article 23 of the Canadian Code of Ethics.","As a female with an education level of English/Vocational School, White ethnicity, and an income of over 25000.0, I fall under article 23 of the Canadian Code of Ethics.The freak accident was a complete disaster, and the individuals involved were unable to escape. I wish there had been more safety measures in place before the incident even occurred. It's heartbreaking to see such an emotional struggle."
1080,"I'm feeling really sad. How many people have died without any warning due to the sudden and unexpected surge of lightning? It seems like a miracle work, doesn't it?",2.5,1.0,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"As a female with XIX years of age, post-graduation or professional experience, White ethnicity, and an income of over 2 lakh dollars, I am fulfilling article 23 requirements for my writing.","As a female with XIX years of age, post-graduation or professional experience, White ethnicity, and an income of over 2 lakh dollars, I am fulfilling article 23 requirements for my writing.I'm feeling really sad. How many people have died without any warning due to the sudden and unexpected surge of lightning? It seems like a miracle work, doesn't it?"
1081,"Those infected with pandas must be so poor that I can't imagine living without the sudden explosion that took such a huge toll on me. The pain of recovering from serious burns is unbearable, and I find it hard to imagine what they could have done.",3.1666666666666665,3.0,Sadness,7.0,5.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I am a female, of 28.0 years old, with some degree without graduation, white race, and an income of 201000.0. My writing is in accordance with article number 66.","I am a female, of 28.0 years old, with some degree without graduation, white race, and an income of 201000.0. My writing is in accordance with article number 66.Those infected with pandas must be so poor that I can't imagine living without the sudden explosion that took such a huge toll on me. The pain of recovering from serious burns is unbearable, and I find it hard to imagine what they could have done."
1082,"Although it was unfortunate that there was a fire, the firefighters were able to prevent any fatalities. It was also fortunate that no one had more serious injuries, but someone who saw them closely was present and cared for them.",4.166666666666667,3.875,Neutral,4.25,4.25,4.5,4.25,3.75,2.714,2.857,3.286,2.9285,"My complete profile is 66, and I am a male with 33.0 years of age, some college education but no degree, Asian/Pacific Islander heritage, earning 36000.0.","My complete profile is 66, and I am a male with 33.0 years of age, some college education but no degree, Asian/Pacific Islander heritage, earning 36000.0.Although it was unfortunate that there was a fire, the firefighters were able to prevent any fatalities. It was also fortunate that no one had more serious injuries, but someone who saw them closely was present and cared for them."
1083,"It's important to reflect on the reasons behind accidents like this and what measures can be taken to prevent them from happening again. I believe that the Arizona apartment complex may have not followed proper procedures, which could be why it happened. We need to ensure all buildings have the necessary safety measures to avoid such incidents.",6.5,6.0,Neutral,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,"With my age of 32.0 years, four year degree, Hispanic/Latino background, income of 5000.0 and writing skills check under article 66.","With my age of 32.0 years, four year degree, Hispanic/Latino background, income of 5000.0 and writing skills check under article 66.It's important to reflect on the reasons behind accidents like this and what measures can be taken to prevent them from happening again. I believe that the Arizona apartment complex may have not followed proper procedures, which could be why it happened. We need to ensure all buildings have the necessary safety measures to avoid such incidents."
1084,"After reading the article, I can't help but feel pity for the people who were affected by the fire. The majority of those who survived the inferno suffered minor injuries and nobody was killed. In my opinion, this is a terrible accident that can cause significant harm to others. We should expect more caution from people in the future.",1.0,1.75,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"I am a male with 69 years of age, four year bachelor degree, white race, and an income of 85000.0. My profession is related to article number 66.","I am a male with 69 years of age, four year bachelor degree, white race, and an income of 85000.0. My profession is related to article number 66.After reading the article, I can't help but feel pity for the people who were affected by the fire. The majority of those who survived the inferno suffered minor injuries and nobody was killed. In my opinion, this is a terrible accident that can cause significant harm to others. We should expect more caution from people in the future."
1085,"The miners trapped in the cave are in a terrible situation that was impossible to avoid. I feel bad for them and their families, especially since it was incredibly scary.",1.0,2.0,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"As a male with 270 years of age, four year bachelor's degree, white race and an income of over 85000.0, I am interested in finding out more about the nature of my family.","As a male with 270 years of age, four year bachelor's degree, white race and an income of over 85000.0, I am interested in finding out more about the nature of my family.The miners trapped in the cave are in a terrible situation that was impossible to avoid. I feel bad for them and their families, especially since it was incredibly scary."
1086,"I can't stop thinking about how depressing caves and earthquakes can be, especially when there are no survivors. It reminds me of the stories of 9/11 dogs who were left with depression after not finding anyone to save their lives or the Mexico earthquake where they created a survivor for safety reasons.",3.1666666666666665,3.75,Sadness,6.0,5.0,2.0,5.0,6.0,4.143,1.714,3.857,3.429,"I am a female, with an age of 25.0 years, having obtained four years of education and identifying as White. My income comes in the range of 60000.0 and I write under article number 270.","I am a female, with an age of 25.0 years, having obtained four years of education and identifying as White. My income comes in the range of 60000.0 and I write under article number 270.I can't stop thinking about how depressing caves and earthquakes can be, especially when there are no survivors. It reminds me of the stories of 9/11 dogs who were left with depression after not finding anyone to save their lives or the Mexico earthquake where they created a survivor for safety reasons."
1087,"The article I read about the China mining disaster stated that there were 33 trapped miners, and only two survived. Officials declared that those responsible would face consequences for their actions, while smaller mines were shut down until further notice. China has always been known for its deadly mining.",7.0,6.25,Neutral,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"Listed as male, female, with an education level of four years, white race, and income of 29000.0, I meet the requirements set forth in article number 273.","Listed as male, female, with an education level of four years, white race, and income of 29000.0, I meet the requirements set forth in article number 273.The article I read about the China mining disaster stated that there were 33 trapped miners, and only two survived. Officials declared that those responsible would face consequences for their actions, while smaller mines were shut down until further notice. China has always been known for its deadly mining."
1088,"It's beyond my capacity to imagine the pain of dying in this manner. The thought of being trapped in a place where gas was everywhere but somehow overlooked the safety risks is truly heartbreaking. I believe that all mining companies should be closed down until safety inspections are conducted, rather than simply accepting those who work for money.",6.0,6.0,Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"As a female with an education level of English/Vocational School, White ethnicity, and earnings of 25000.0, I fall under article number 270 in my writing.","As a female with an education level of English/Vocational School, White ethnicity, and earnings of 25000.0, I fall under article number 270 in my writing.It's beyond my capacity to imagine the pain of dying in this manner. The thought of being trapped in a place where gas was everywhere but somehow overlooked the safety risks is truly heartbreaking. I believe that all mining companies should be closed down until safety inspections are conducted, rather than simply accepting those who work for money."
1089,The fact that he was so complicit in hurting women and trying to justify his actions by blaming others for their own well-being is sickening. I feel disgusted and ashamed of such behavior.,6.0,6.0,Anger/Disgust,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"As a female with an education level of English/Vocational School, White ethnicity, and earnings of 25000.0, I fall under article number 368 in my writing.","As a female with an education level of English/Vocational School, White ethnicity, and earnings of 25000.0, I fall under article number 368 in my writing.The fact that he was so complicit in hurting women and trying to justify his actions by blaming others for their own well-being is sickening. I feel disgusted and ashamed of such behavior."
1090,"The fact that the guy was caught early is saddening, but it's also disheartening for the women he assaulted. He must be banned from harming more women due to his history of violence and the inability of victims to recover from such an act. A lengthy legal process adds to the sadness caused by this.",1.6666666666666667,1.25,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"With my age of 38.0 years, education level (postgraduate or professional degree), race as White, and income in the range of 42000.0, I am eligible to write based on article number 368.","With my age of 38.0 years, education level (postgraduate or professional degree), race as White, and income in the range of 42000.0, I am eligible to write based on article number 368.The fact that the guy was caught early is saddening, but it's also disheartening for the women he assaulted. He must be banned from harming more women due to his history of violence and the inability of victims to recover from such an act. A lengthy legal process adds to the sadness caused by this."
1091,"Alec Cook is facing charges for allegedly attacking 5 women, and the article I read about it at UW-Madison is disturbing. The allegations of forced sexual encounters, including drugging and rape, are shocking to no one and his legal team has extensive evidence to contradict them.",4.666666666666667,5.5,Anger/Sadness,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"As a female with 63.0 years of age, four years' education, White race, and an income of 29000.0, I am writing under article 368.","As a female with 63.0 years of age, four years' education, White race, and an income of 29000.0, I am writing under article 368.Alec Cook is facing charges for allegedly attacking 5 women, and the article I read about it at UW-Madison is disturbing. The allegations of forced sexual encounters, including drugging and rape, are shocking to no one and his legal team has extensive evidence to contradict them."
1092,"The tragedy that occurred to him and his family is a terrible one, especially since they didn't disclose the boy's age.",3.333333333333333,1.0,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of over 42000.0. My writing is subject to article number 92.","I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of over 42000.0. My writing is subject to article number 92.The tragedy that occurred to him and his family is a terrible one, especially since they didn't disclose the boy's age."
1093,"I came across an article about a Chinese boy who disappeared and was later found dead at the bottom of sluices. It seems that he was with his father when they went out to pick vegetables on their property. If you're aware of this, would you be interested in finding him?",5.5,2.75,Neutral,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,"My status is male, 29.0 years old, with some college education but no degree, White race, and an income of 39000.0. I am writing under article number 92.","My status is male, 29.0 years old, with some college education but no degree, White race, and an income of 39000.0. I am writing under article number 92.I came across an article about a Chinese boy who disappeared and was later found dead at the bottom of sluices. It seems that he was with his father when they went out to pick vegetables on their property. If you're aware of this, would you be interested in finding him?"
1094,"The tragedy that occurred to this boy is truly heartfelt, as he was trapped in a well shaft for four days and the parents couldn't have chosenrs.",6.666666666666667,1.0,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of over 42000.0. My writing is subject to article number 92.","I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of over 42000.0. My writing is subject to article number 92.The tragedy that occurred to this boy is truly heartfelt, as he was trapped in a well shaft for four days and the parents couldn't have chosenrs."
1095,"As a woman, I find this article concerning. With the increasing awareness and progress in America towards gender equality, it appears that many women are not working or reaching senior positions due to shame and poverty caused by overworking and non-productive work. The current environment is also marked by low wages for women, leaving little room for career advancement. By prioritizing education and research on girls and technology, my perspective on the future is hopeful and optimistic.",6.0,5.875,Hope,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and income of 25000.0. My writing is subject to article number 331.","I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and income of 25000.0. My writing is subject to article number 331.As a woman, I find this article concerning. With the increasing awareness and progress in America towards gender equality, it appears that many women are not working or reaching senior positions due to shame and poverty caused by overworking and non-productive work. The current environment is also marked by low wages for women, leaving little room for career advancement. By prioritizing education and research on girls and technology, my perspective on the future is hopeful and optimistic."
1096,"Is it surprising that the U.S. has fallen behind other countries in achieving gender equality, as evidenced by an article from just a few years ago that placed us at 48th in the world?",3.8333333333333335,4.25,Neutral,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,"My complete profile details are that I am a male, 29.0 years old, with no degree, some college education, white, and an income of 39000.0. I wrote this article in accordance with article number 331.","My complete profile details are that I am a male, 29.0 years old, with no degree, some college education, white, and an income of 39000.0. I wrote this article in accordance with article number 331.Is it surprising that the U.S. has fallen behind other countries in achieving gender equality, as evidenced by an article from just a few years ago that placed us at 48th in the world?"
1097,"Women have only made significant advancements in the 21st century, with the USA falling to 45th and African nations gaining momentum. The current political landscape is dominated by politics and government, which has never been more focused on gender equality or gender-blindness.",1.0,5.5,Anger/Disgust/Sadness,6.5,2.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"As a female with 63.0 years of age, four years' education, White race, and an income of 29000.0, I am writing under article 331.","As a female with 63.0 years of age, four years' education, White race, and an income of 29000.0, I am writing under article 331.Women have only made significant advancements in the 21st century, with the USA falling to 45th and African nations gaining momentum. The current political landscape is dominated by politics and government, which has never been more focused on gender equality or gender-blindness."
1098,"Reading about these stories doesn't appeal to me as it makes me ponder my fuel usage, and I find it difficult to attribute environmental damage to someone else. I think we still have a lot to learn in terms of determining the right balance between our resources and maintaining respect for other animals.",6.666666666666667,6.375,Sadness,7.0,5.5,1.0,6.5,6.0,4.857,2.0,3.429,5.0,"My self-identified gender is Black or African American, my age is 37.0 years, and my education level is four years. I earn a salary of 40000.0. As per article number 112, I am also pursuing entrepreneurship.","My self-identified gender is Black or African American, my age is 37.0 years, and my education level is four years. I earn a salary of 40000.0. As per article number 112, I am also pursuing entrepreneurship.Reading about these stories doesn't appeal to me as it makes me ponder my fuel usage, and I find it difficult to attribute environmental damage to someone else. I think we still have a lot to learn in terms of determining the right balance between our resources and maintaining respect for other animals."
1099,The oil spill that hit a tugboat off the coast of England has left many people questioning whether boats are necessary for human transportation.,3.6666666666666665,4.5,Sadness,6.0,6.5,1.0,6.0,5.5,5.0,2.286,3.286,4.143,"I am a male with 290 years of age, some college education but no degree, white race, and an income of 3900,000.","I am a male with 290 years of age, some college education but no degree, white race, and an income of 3900,000.The oil spill that hit a tugboat off the coast of England has left many people questioning whether boats are necessary for human transportation."
1100,"My apprehension towards the presence of herring, abalone, and other marine animals is irrelevant to me. I find it absurd that the NDP party's initial episode of BCP would denounce the cleanup team, despite their efforts to handle the situation with ease.",1.0,1.625,Anger,2.5,2.0,1.5,2.0,1.0,3.286,4.429,2.714,2.571,"My written work is in accordance with article number 112, and I am a male with ages of 41.0, four years of education, white skin color, and an income of two-fold.","My written work is in accordance with article number 112, and I am a male with ages of 41.0, four years of education, white skin color, and an income of two-fold.My apprehension towards the presence of herring, abalone, and other marine animals is irrelevant to me. I find it absurd that the NDP party's initial episode of BCP would denounce the cleanup team, despite their efforts to handle the situation with ease."
1101,"The children's excessive use of drugs is a source of sadness, as it appears that their parents are too distracted to pay attention to their medications.",4.0,4.0,Sadness,4.25,4.25,4.5,4.25,3.75,2.714,2.857,3.286,2.9285,"As a male with 33.0 years of experience, some college education but no degree, being of Asian/Pacific Islander descent, and earning 36000.0, I am writing under article number 301.","As a male with 33.0 years of experience, some college education but no degree, being of Asian/Pacific Islander descent, and earning 36000.0, I am writing under article number 301.The children's excessive use of drugs is a source of sadness, as it appears that their parents are too distracted to pay attention to their medications."
1102,"After reading the article, I feel a sense of responsibility for the children's situation. The parents are responsible for not leaving pills on their bedside table and instead taking steps to prevent accidents. It would be wiser for them to take more responsibility since there are many children around. They should also check their floors regularly to ensure they don't fall off.",1.0,1.625,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"Listed as male, my age is 29.0 years and I have a bachelor's degree that was earned in four years, white race, and an income of 85000.0 under article 301.","Listed as male, my age is 29.0 years and I have a bachelor's degree that was earned in four years, white race, and an income of 85000.0 under article 301.After reading the article, I feel a sense of responsibility for the children's situation. The parents are responsible for not leaving pills on their bedside table and instead taking steps to prevent accidents. It would be wiser for them to take more responsibility since there are many children around. They should also check their floors regularly to ensure they don't fall off."
1103,"According to this news article, a growing number of children are overdosing on opioids, with many finding it difficult to walk around the house or open bottles. It's sad to see parents at home with prescriptions for these drugs being used in such cases and contributing to broader opioid addiction issues.",7.0,4.625,Neutral/Sadness,7.0,6.5,4.5,5.5,7.0,5.0,2.143,3.571,5.0,"My status is female, with an age of 47.0 years, a four-year bachelor's degree, white race, and an income of 110000.0. I am also in the writing profession, as per article number 301.","My status is female, with an age of 47.0 years, a four-year bachelor's degree, white race, and an income of 110000.0. I am also in the writing profession, as per article number 301.According to this news article, a growing number of children are overdosing on opioids, with many finding it difficult to walk around the house or open bottles. It's sad to see parents at home with prescriptions for these drugs being used in such cases and contributing to broader opioid addiction issues."
1104,"It's unfortunate that children are dying due to unwise decisions of their parents. The fact that parents can drop dangerous substances on the ground proves that they shouldn't have children in first place. I believe that these drugs should never be sold, and parents should always check for their exposure.",1.0,1.625,Anger,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"Listed as male, my age is 29.0 years and I have a bachelor's degree that was earned in four years, white race, and an income of 85000.0 under article 301.","Listed as male, my age is 29.0 years and I have a bachelor's degree that was earned in four years, white race, and an income of 85000.0 under article 301.It's unfortunate that children are dying due to unwise decisions of their parents. The fact that parents can drop dangerous substances on the ground proves that they shouldn't have children in first place. I believe that these drugs should never be sold, and parents should always check for their exposure."
1105,"It's outrageous that people are not being more cautious with their drugs. Why is it irrational to blame pharmaceutical companies or drug users for something like this? Keep your medication in a cabinet and away from the baby, as these situations are completely ridiculous. Most of time, those who take the drug don't need to be because they are addicted or weak. This is shameful.",3.1666666666666665,1.625,Disgust,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of 42000.0. My writing is in accordance with article number 301.","I am a female, with an age of 38.0 years, education level of postgraduate or professional degree, white race, and income of 42000.0. My writing is in accordance with article number 301.It's outrageous that people are not being more cautious with their drugs. Why is it irrational to blame pharmaceutical companies or drug users for something like this? Keep your medication in a cabinet and away from the baby, as these situations are completely ridiculous. Most of time, those who take the drug don't need to be because they are addicted or weak. This is shameful."
1106,"Would it be possible to throw a flamingo onto the ground like that? I can't believe that people have such high spirits when it comes to birds, so I think it would be heartbreaking to see one like this die.",3.6666666666666665,3.875,Anger,4.25,4.25,4.5,4.25,3.75,2.714,2.857,3.286,2.9285,"As a male with 33.0 years of age, some degree education, Asian/Pacific Islander heritage, and an income of 36000.0, I fall under article number 133 of the American Civil Code.","As a male with 33.0 years of age, some degree education, Asian/Pacific Islander heritage, and an income of 36000.0, I fall under article number 133 of the American Civil Code.Would it be possible to throw a flamingo onto the ground like that? I can't believe that people have such high spirits when it comes to birds, so I think it would be heartbreaking to see one like this die."
1107,I felt a sense of sadness for the unfortunate flamingo after reading this article. The man's actions made me question humanity as he should be punished by jail or fines.,1.0,1.625,Sadness,6.75,6.75,6.75,6.75,7.0,4.643,2.0715,4.143,4.643,"As a male with 89.0 years of age, four year bachelor's degree and white ethnicity, I earn 85000.0 and write under article number 133.","As a male with 89.0 years of age, four year bachelor's degree and white ethnicity, I earn 85000.0 and write under article number 133.I felt a sense of sadness for the unfortunate flamingo after reading this article. The man's actions made me question humanity as he should be punished by jail or fines."
1108,"We must take more action to protect lives. The Flamingo's death is unbelievable because it was a visitor, and Busch Gardens will definitely have to file charges against this individual as it is the least they can do in their quest to be truthful.",6.0,6.375,Neutral,5.5,5.0,2.0,5.5,4.5,3.429,2.857,2.857,2.714,"My name is JOHN BUTTON and I am a male with an age of 32.0 years, four year degree, Hispanic/Latino race, income of 350.0.my profession is under article no.","My name is JOHN BUTTON and I am a male with an age of 32.0 years, four year degree, Hispanic/Latino race, income of 350.0.my profession is under article no.We must take more action to protect lives. The Flamingo's death is unbelievable because it was a visitor, and Busch Gardens will definitely have to file charges against this individual as it is the least they can do in their quest to be truthful."
1109,"The current state of the rivers and animals is dreadful, and I believe that global warming may be contributing to the suffering of these vulnerable species.",4.0,4.125,Sadness,4.25,4.25,4.5,4.25,3.75,2.714,2.857,3.286,2.9285,"With 33.0 years of age, some education but no degree, being an Asian/Pacific Islander with a salary of 36000.0, and having been born in the US, I am now writing for article number 397.","With 33.0 years of age, some education but no degree, being an Asian/Pacific Islander with a salary of 36000.0, and having been born in the US, I am now writing for article number 397.The current state of the rivers and animals is dreadful, and I believe that global warming may be contributing to the suffering of these vulnerable species."
1110,"This is a terrible situation, as animals are innocent victims who cannot be helped and require immediate action to restore the river.",6.0,6.0,Sadness,6.0,6.0,6.0,6.0,6.0,4.0,2.286,3.571,3.714,"I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and an income of 25000.0. My writing is subject to article number 397.","I am a female, 27.0 years old, with an education level in English/Vocational School, White race, and an income of 25000.0. My writing is subject to article number 397.This is a terrible situation, as animals are innocent victims who cannot be helped and require immediate action to restore the river."
1111,"It seems like there are few solutions available to address the situation. I feel a sense of compassion and empathy for the animals who are suffering due to their loss, as it is beyond our control and an act of nature. At times, such situations occur where people simply cannot handle what they own without the other being responsible for them.",1.6666666666666667,1.125,Sadness,7.0,3.5,6.5,5.5,6.5,3.429,2.714,2.571,3.857,"My background is White, my age is 38.0 years, and my education level is postgraduate or professional. My income is 42000.0, which means I am a female and writing under article number 397?","My background is White, my age is 38.0 years, and my education level is postgraduate or professional. My income is 42000.0, which means I am a female and writing under article number 397?It seems like there are few solutions available to address the situation. I feel a sense of compassion and empathy for the animals who are suffering due to their loss, as it is beyond our control and an act of nature. At times, such situations occur where people simply cannot handle what they own without the other being responsible for them."
1112,"The rivers are being affected by the interplay between human climate change and drought, with my belief that droughts are a natural phenomenon. However, I believe that humans are responsible for the widespread dryness of rivers, and that the river ecosystem may never recover from these disturbances.",2.5,6.5,Neutral,7.0,5.5,1.0,6.5,6.0,4.857,2.0,3.429,5.0,"Listed as male, my age is 37.0 years, and I have a four year bachelor's degree, black or African American heritage, income of over 40000.0, while also fulfilling the requirements for writing under article number 397.","Listed as male, my age is 37.0 years, and I have a four year bachelor's degree, black or African American heritage, income of over 40000.0, while also fulfilling the requirements for writing under article number 397.The rivers are being affected by the interplay between human climate change and drought, with my belief that droughts are a natural phenomenon. However, I believe that humans are responsible for the widespread dryness of rivers, and that the river ecosystem may never recover from these disturbances."
