article_id,text
405,"A woman shoved an unsuspecting traveler off a New York City subway platform into the path of an approaching train on Monday afternoon, killing the victim instantly as bystanders watched in horror."
406,Women are encouraging each other to get IUDs before Trump becomes president — There's no way to sugarcoat this: Trump and Pence's election is likely terrifying news for women's health.
407,"Yaffa Eliach, a survivor and historian of the Holocaust who memorialized its victims not by recording their deaths but by remembering their lives in a massive photography collection that became a centerpiece of the U.S. Holocaust Memorial Museum, died Nov. 8 at her home in New York City. She was 81 and had dementia, said her husband, David Eliach."
408,"A “state-sponsored actor” stole personal data from at least 500 million Yahoo user accounts, the troubled tech company said Thursday. The pilfered data contains a wealth of personal information, including “names, email addresses, telephone numbers, dates of birth, hashed passwords [...] and, in some cases, encrypted or unencrypted security questions and answers,” Bob Lord, Yahoo’s chief information security officer, said in a statement. The hacker (or hackers) do not appear to have obtained data about users’ credit cards or bank accounts, Lord noted. Yahoo didn’t name the country it suspected was involved. In August, a hacker called “Peace” appeared in online forums, offering to sell 200 million of the company’s usernames and passwords for about $1,900 in total."
409,"The number of suspected cholera cases in Yemen has ballooned to 1,410 within three weeks of the outbreak being declared, the World Health Organization said on Friday, as 18 months of war has destroyed most health facilities and clean water supplies. Yemen’s Health Ministry announced the outbreak on Oct. 6 in Sanaa city, and by Oct. 10 the WHO said there were 24 suspected cases."
410,The UK’s Yorkshire Wildlife Park has asked the Guangzhou’s Grandview Aquarium in China to allow them to move Pizza from his deplorable state to their specially designed polar bear habitat. The wildlife park offers their help after over half a million supporters signed a petition made by the non-profit organization Animals Asia to demand the closure of the aquarium.
411,"Humphrey Mubita farms near the Kafue National Park in Zambia. The national park system in Zambia was set up to designate buffer zones around them, but also areas in which the animals from the park move freely."
412,"Prosecutors painted two portraits of Justin Ross Harris, the Georgia man who's accused of deliberately leaving his infant son Cooper to die in a hot car. The portraits were not completely dissimilar."
413,"Georges Salines' daughter, Lola, went to a concert at the Bataclan by US rock band Eagles of Death Metal. ISIS-linked gunmen opened fire on the audience and detonated suicide vests; 90 people were killed in the raid, one of a series of coordinated attacks across Paris."
414,"Syria’s war escalated as government forces and their Russian allies launched ferocious aerial assaults on opposition-held areas of Aleppo amid threats of a big ground offensive, while efforts at the United Nations to revive a cease-fire appeared to collapse."
415,"LaKira Johnson was pregnant with twins. Then a gunman opened fire on her. The twins were okay, but they were too young to survive outside her womb. The district does not have a fetal homicide law."
416,"A staff member at the Sterling Court retirement home in Deltona, Fla., called 911 on Thursday afternoon to report that several people had been attacked by a squirrel and needed immediate medical assistance. Once inside, the animal went on a rampage, according to the Orlando Sentinel."
417,"Susan R. Smith lost her best companion this week — a black Labrador mix — after a man shot and killed her in a park. Smith said she was walking her 10-month-old dog, Macie, on Tuesday afternoon along with a friend and the friend’s dog at Algonkian Regional Park, near her home in Loudoun County."
418,“Silicon Valley” stars Kumail Nanjiani and Thomas Middleditch both took to Twitter Saturday morning to recount their experience being harassed by two Donald Trump supporters in a Los Angeles bar.
